TraceNo.;Realduration(ms);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained)
30;76079000;0;1;76078999;81595799;81595799;81595799;81595799;83834132;82787562;5516800;5516800;5516800;5516800;7755133;6708563;1;56006001;20072999;25589799;77967423;77967423;77967423;78140724;84822275;5516800;57894424;57894424;57894424;58067725;64749276;2;62400001;13678999;19195799;58158451;58158451;58158451;59456733;62070288;5516800;44479452;44479452;44479452;45777734;48391289;3;66822001;9256999;14773799;42744987;42744987;42744987;44745944;38614625;5516800;33487988;33487988;33487988;35488945;29357626;4;71742001;4336999;9853799;23396509;23396509;23396509;22492350;21186918;5516800;19059510;19059510;19059510;18155351;16849919;5;73969001;2109999;7626799;13130237;13130237;13130237;13123200;16118772;5516800;11020238;11020238;11020238;11013201;14008773;6;75648001;430999;5947799;2307032;2307032;2307032;2124050;1690162;5516800;1876033;1876033;1876033;1693051;1259163
31;22086000;0;1;22085999;81595799;81595799;81595799;81595799;79749154;87478575;59509800;59509800;59509800;59509800;57663155;65392576;1;1068001;21017999;80527799;77967423;77967423;77967423;74121771;71571992;59509800;56949424;56949424;56949424;53103772;50553993;2;5237001;16848999;76358799;58158451;58158451;58158451;58223783;59639385;59509800;41309452;41309452;41309452;41374784;42790386;3;10137001;11948999;71458799;42744987;42744987;42744987;43767531;49700625;59509800;30795988;30795988;30795988;31818532;37751626;4;15503001;6582999;66092799;23396509;23396509;23396509;23490231;24768842;59509800;16813510;16813510;16813510;16907232;18185843;5;19756001;2329999;61839799;13130237;13130237;13130237;11956787;11667185;59509800;10800238;10800238;10800238;9626788;9337186;6;21422001;663999;60173799;2307032;2307032;2307032;2290361;2250552;59509800;1643033;1643033;1643033;1626362;1586553
32;21075000;0;1;21074999;81595799;81595799;81595799;81595799;82504680;79669388;60520800;60520800;60520800;60520800;61429681;58594389;1;751001;20323999;80844799;77967423;77967423;77967423;77880321;72683815;60520800;57643424;57643424;57643424;57556322;52359816;2;5932001;15142999;75663799;58158451;58158451;58158451;56594090;56321028;60520800;43015452;43015452;43015452;41451091;41178029;3;10542001;10532999;71053799;42744987;42744987;42744987;43826087;43064415;60520800;32211988;32211988;32211988;33293088;32531416;4;15129001;5945999;66466799;23396509;23396509;23396509;22916573;23912902;60520800;17450510;17450510;17450510;16970574;17966903;5;17689001;3385999;63906799;13130237;13130237;13130237;13619255;13495695;60520800;9744238;9744238;9744238;10233256;10109696;6;20569001;505999;61026799;2307032;2307032;2307032;2216791;1326325;60520800;1801033;1801033;1801033;1710792;820326
33;23745000;0;1;23744999;81595799;81595799;81595799;81595799;77862754;79476121;57850800;57850800;57850800;57850800;54117755;55731122;1;796001;22948999;80799799;77967423;77967423;77967423;80231840;78173871;57850800;55018424;55018424;55018424;57282841;55224872;2;7849001;15895999;73746799;58158451;58158451;58158451;57335257;54916018;57850800;42262452;42262452;42262452;41439258;39020019;3;12673001;11071999;68922799;42744987;42744987;42744987;43958468;37460782;57850800;31672988;31672988;31672988;32886469;26388783;4;17060001;6684999;64535799;23396509;23396509;23396509;23502654;22964238;57850800;16711510;16711510;16711510;16817655;16279239;5;19434001;4310999;62161799;13130237;13130237;13130237;12620907;9129052;57850800;8819238;8819238;8819238;8309908;4818053;6;23067001;677999;58528799;2307032;2307032;2307032;2282029;2060185;57850800;1629033;1629033;1629033;1604030;1382186
34;81167000;0;1;81166999;81595799;81595799;81595799;81595799;78794066;82067738;428800;428800;428800;428800;2372933;900739;1;953001;80213999;80642799;77967423;77967423;77967423;79340684;78960205;428800;2246576;2246576;2246576;873315;1253794;2;9153001;72013999;72442799;58158451;58158451;58158451;57732968;61357972;428800;13855548;13855548;13855548;14281031;10656027;3;14124001;67042999;67471799;42744987;42744987;42744987;41607346;47122542;428800;24298012;24298012;24298012;25435653;19920457;4;19427001;61739999;62168799;23396509;23396509;23396509;24050587;23656165;428800;38343490;38343490;38343490;37689412;38083834;5;22603001;58563999;58992799;13130237;13130237;13130237;13603411;11677995;428800;45433762;45433762;45433762;44960588;46886004;6;80647001;519999;948799;2307032;2307032;2307032;2305392;3050605;428800;1787033;1787033;1787033;1785393;2530606
35;77815000;0;1;77814999;81595799;81595799;81595799;81595799;84494396;79212465;3780800;3780800;3780800;3780800;6679397;1397466;1;1138001;76676999;80457799;77967423;77967423;77967423;79682520;76628355;3780800;1290424;1290424;1290424;3005521;48644;2;5256001;72558999;76339799;58158451;58158451;58158451;58660732;60587908;3780800;14400548;14400548;14400548;13898267;11971091;3;10370001;67444999;71225799;42744987;42744987;42744987;42752106;46825865;3780800;24700012;24700012;24700012;24692893;20619134;4;15910001;61904999;65685799;23396509;23396509;23396509;23118481;26601225;3780800;38508490;38508490;38508490;38786518;35303774;5;20255001;57559999;61340799;13130237;13130237;13130237;13560481;18788755;3780800;44429762;44429762;44429762;43999518;38771244;6;76963001;851999;4632799;2307032;2307032;2307032;2639192;2467605;3780800;1455033;1455033;1455033;1787193;1615606
36;18077000;0;1;18076999;81595799;81595799;81595799;81595799;80113876;77459828;63518800;63518800;63518800;63518800;62036877;59382829;1;1144001;16932999;80451799;77967423;77967423;77967423;78946591;82639361;63518800;61034424;61034424;61034424;62013592;65706362;2;4523001;13553999;77072799;58158451;58158451;58158451;56025015;55900068;63518800;44604452;44604452;44604452;42471016;42346069;3;7909001;10167999;73686799;42744987;42744987;42744987;45172793;39878692;63518800;32576988;32576988;32576988;35004794;29710693;4;13052001;5024999;68543799;23396509;23396509;23396509;22040831;19438192;63518800;18371510;18371510;18371510;17015832;14413193;5;15966001;2110999;65629799;13130237;13130237;13130237;14216547;12634738;63518800;11019238;11019238;11019238;12105548;10523739;6;17466001;610999;64129799;2307032;2307032;2307032;2251619;1674362;63518800;1696033;1696033;1696033;1640620;1063363
37;78303000;0;1;78302999;81595799;81595799;81595799;81595799;78609012;82791278;3292800;3292800;3292800;3292800;306013;4488279;1;1183001;77119999;80412799;77967423;77967423;77967423;75178340;74060295;3292800;847424;847424;847424;1941659;3059704;2;8225001;70077999;73370799;58158451;58158451;58158451;56217534;57879295;3292800;11919548;11919548;11919548;13860465;12198704;3;12579001;65723999;69016799;42744987;42744987;42744987;43741520;38583252;3292800;22979012;22979012;22979012;21982479;27140747;4;18341001;59961999;63254799;23396509;23396509;23396509;22458329;22921325;3292800;36565490;36565490;36565490;37503670;37040674;5;74357001;3945999;7238799;13130237;13130237;13130237;13692130;12181625;3292800;9184238;9184238;9184238;9746131;8235626;6;77691001;611999;3904799;2307032;2307032;2307032;2281607;1130558;3292800;1695033;1695033;1695033;1669608;518559
38;78993000;0;1;78992999;81595799;81595799;81595799;81595799;80431004;82673368;2602800;2602800;2602800;2602800;1438005;3680369;1;627001;78365999;80968799;77967423;77967423;77967423;76946071;86239282;2602800;398576;398576;398576;1419928;7873283;2;6998001;71994999;74597799;58158451;58158451;58158451;59928294;55228475;2602800;13836548;13836548;13836548;12066705;16766524;3;11735001;67257999;69860799;42744987;42744987;42744987;45068954;39732902;2602800;24513012;24513012;24513012;22189045;27525097;4;74136001;4856999;7459799;23396509;23396509;23396509;23582395;20774032;2602800;18539510;18539510;18539510;18725396;15917033;5;76234001;2758999;5361799;13130237;13130237;13130237;14016942;12421185;2602800;10371238;10371238;10371238;11257943;9662186;6;78549001;443999;3046799;2307032;2307032;2307032;2263188;1372922;2602800;1863033;1863033;1863033;1819189;928923
39;76745000;0;1;76744999;81595799;81595799;81595799;81595799;81298452;90154111;4850800;4850800;4850800;4850800;4553453;13409112;1;748001;75996999;80847799;77967423;77967423;77967423;77588189;97072245;4850800;1970424;1970424;1970424;1591190;21075246;2;5433001;71311999;76162799;58158451;58158451;58158451;55986265;54982692;4850800;13153548;13153548;13153548;15325734;16329307;3;8767001;67977999;72828799;42744987;42744987;42744987;40046960;40313065;4850800;25233012;25233012;25233012;27931039;27664934;4;13602001;63142999;67993799;23396509;23396509;23396509;22466582;19171865;4850800;39746490;39746490;39746490;40676417;43971134;5;72902001;3842999;8693799;13130237;13130237;13130237;12529086;13756578;4850800;9287238;9287238;9287238;8686087;9913579;6;76374001;370999;5221799;2307032;2307032;2307032;2476938;1165462;4850800;1936033;1936033;1936033;2105939;794463
40;72350000;0;1;72349999;81595799;81595799;81595799;81595799;84944093;87973625;9245800;9245800;9245800;9245800;12594094;15623626;1;1191001;71158999;80404799;77967423;77967423;77967423;81330988;77874572;9245800;6808424;6808424;6808424;10171989;6715573;2;2842001;69507999;78753799;58158451;58158451;58158451;55324477;54367092;9245800;11349548;11349548;11349548;14183522;15140907;3;7140001;65209999;74455799;42744987;42744987;42744987;44071207;49563025;9245800;22465012;22465012;22465012;21138792;15646974;4;12027001;60322999;69568799;23396509;23396509;23396509;24252153;22487848;9245800;36926490;36926490;36926490;36070846;37835151;5;14396001;57953999;67199799;13130237;13130237;13130237;13799214;15612148;9245800;44823762;44823762;44823762;44154785;42341851;6;71701001;648999;9894799;2307032;2307032;2307032;2327261;1311468;9245800;1658033;1658033;1658033;1678262;662469
41;77790000;0;1;77789999;81595799;81595799;81595799;81595799;78863764;80941855;3805800;3805800;3805800;3805800;1073765;3151856;1;55695001;22094999;25900799;77967423;77967423;77967423;80822561;74964205;3805800;55872424;55872424;55872424;58727562;52869206;2;59987001;17802999;21608799;58158451;58158451;58158451;57328330;59280078;3805800;40355452;40355452;40355452;39525331;41477079;3;64351001;13438999;17244799;42744987;42744987;42744987;42745400;40773535;3805800;29305988;29305988;29305988;29306401;27334536;4;69445001;8344999;12150799;23396509;23396509;23396509;23069674;24702212;3805800;15051510;15051510;15051510;14724675;16357213;5;70882001;6907999;10713799;13130237;13130237;13130237;13770438;12686585;3805800;6222238;6222238;6222238;6862439;5778586;6;77079001;710999;4516799;2307032;2307032;2307032;2379145;2256365;3805800;1596033;1596033;1596033;1668146;1545366
42;78746000;0;1;78745999;81595799;81595799;81595799;81595799;82940885;86635138;2849800;2849800;2849800;2849800;4194886;7889139;1;799001;77946999;80796799;77967423;77967423;77967423;80730747;83154702;2849800;20424;20424;20424;2783748;5207703;2;8530001;70215999;73065799;58158451;58158451;58158451;57480486;57749258;2849800;12057548;12057548;12057548;12735513;12466741;3;12474001;66271999;69121799;42744987;42744987;42744987;42864327;40999908;2849800;23527012;23527012;23527012;23407672;25272091;4;71354001;7391999;10241799;23396509;23396509;23396509;24386392;19806048;2849800;16004510;16004510;16004510;16994393;12414049;5;73798001;4947999;7797799;13130237;13130237;13130237;13620976;12359615;2849800;8182238;8182238;8182238;8672977;7411616;6;78343001;402999;3252799;2307032;2307032;2307032;2260230;1509635;2849800;1904033;1904033;1904033;1857231;1106636
43;78287000;0;1;78286999;81595799;81595799;81595799;81595799;81359210;81187275;3308800;3308800;3308800;3308800;3072211;2900276;1;967001;77319999;80628799;77967423;77967423;77967423;77323207;75824082;3308800;647424;647424;647424;3208;1495917;2;6793001;71493999;74802799;58158451;58158451;58158451;55758137;57640705;3308800;13335548;13335548;13335548;15735862;13853294;3;11136001;67150999;70459799;42744987;42744987;42744987;43357274;44005412;3308800;24406012;24406012;24406012;23793725;23145587;4;70987001;7299999;10608799;23396509;23396509;23396509;23694670;28650165;3308800;16096510;16096510;16096510;16394671;21350166;5;74467001;3819999;7128799;13130237;13130237;13130237;14188696;18109468;3308800;9310238;9310238;9310238;10368697;14289469;6;77806001;480999;3789799;2307032;2307032;2307032;2153636;1505812;3308800;1826033;1826033;1826033;1672637;1024813
44;77376000;0;1;77375999;81595799;81595799;81595799;81595799;77851619;80140168;4219800;4219800;4219800;4219800;475620;2764169;1;840001;76535999;80755799;77967423;77967423;77967423;79439252;84297992;4219800;1431424;1431424;1431424;2903253;7761993;2;3559001;73816999;78036799;58158451;58158451;58158451;55914941;58906038;4219800;15658548;15658548;15658548;17902058;14910961;3;8028001;69347999;73567799;42744987;42744987;42744987;43270353;36935522;4219800;26603012;26603012;26603012;26077646;32412477;4;69637001;7738999;11958799;23396509;23396509;23396509;25535879;25415078;4219800;15657510;15657510;15657510;17796880;17676079;5;73355001;4020999;8240799;13130237;13130237;13130237;13525533;12276612;4219800;9109238;9109238;9109238;9504534;8255613;6;76767001;608999;4828799;2307032;2307032;2307032;2392487;1130178;4219800;1698033;1698033;1698033;1783488;521179
45;75025000;0;1;75024999;81595799;81595799;81595799;81595799;81805394;83153901;6570800;6570800;6570800;6570800;6780395;8128902;1;589001;74435999;81006799;77967423;77967423;77967423;75386806;76646268;6570800;3531424;3531424;3531424;950807;2210269;2;5364001;69660999;76231799;58158451;58158451;58158451;56312443;55864932;6570800;11502548;11502548;11502548;13348556;13796067;3;9698001;65326999;71897799;42744987;42744987;42744987;40444791;37950302;6570800;22582012;22582012;22582012;24882208;27376697;4;69158001;5866999;12437799;23396509;23396509;23396509;24386908;23098662;6570800;17529510;17529510;17529510;18519909;17231663;5;72894001;2130999;8701799;13130237;13130237;13130237;11912953;12377488;6570800;10999238;10999238;10999238;9781954;10246489;6;74241001;783999;7354799;2307032;2307032;2307032;2303347;3967155;6570800;1523033;1523033;1523033;1519348;3183156
46;77111000;0;1;77110999;81595799;81595799;81595799;81595799;79780752;85477458;4484800;4484800;4484800;4484800;2669753;8366459;1;655001;76455999;80940799;77967423;77967423;77967423;77950505;79432202;4484800;1511424;1511424;1511424;1494506;2976203;2;6577001;70533999;75018799;58158451;58158451;58158451;58505251;50849302;4484800;12375548;12375548;12375548;12028748;19684697;3;66481001;10629999;15114799;42744987;42744987;42744987;42817965;40932038;4484800;32114988;32114988;32114988;32187966;30302039;4;71648001;5462999;9947799;23396509;23396509;23396509;23977599;20382035;4484800;17933510;17933510;17933510;18514600;14919036;5;73921001;3189999;7674799;13130237;13130237;13130237;14803613;13019845;4484800;9940238;9940238;9940238;11613614;9829846;6;76396001;714999;5199799;2307032;2307032;2307032;2171036;1867215;4484800;1592033;1592033;1592033;1456037;1152216
47;75367000;0;1;75366999;81595799;81595799;81595799;81595799;82622702;81399268;6228800;6228800;6228800;6228800;7255703;6032269;1;552001;74814999;81043799;77967423;77967423;77967423;77851267;83518155;6228800;3152424;3152424;3152424;3036268;8703156;2;4706001;70660999;76889799;58158451;58158451;58158451;62131733;56148552;6228800;12502548;12502548;12502548;8529266;14512447;3;8050001;67316999;73545799;42744987;42744987;42744987;45460056;46750972;6228800;24572012;24572012;24572012;21856943;20566027;4;67597001;7769999;13998799;23396509;23396509;23396509;22226217;26981282;6228800;15626510;15626510;15626510;14456218;19211283;5;71198001;4168999;10397799;13130237;13130237;13130237;13626927;14973385;6228800;8961238;8961238;8961238;9457928;10804386;6;74912001;454999;6683799;2307032;2307032;2307032;2291921;2473068;6228800;1852033;1852033;1852033;1836922;2018069
48;78349000;0;1;78348999;81595799;81595799;81595799;81595799;82279941;82321825;3246800;3246800;3246800;3246800;3930942;3972826;1;947001;77401999;80648799;77967423;77967423;77967423;77681629;74385998;3246800;565424;565424;565424;279630;3016001;2;4332001;74016999;77263799;58158451;58158451;58158451;57806333;46630272;3246800;15858548;15858548;15858548;16210666;27386727;3;67763001;10585999;13832799;42744987;42744987;42744987;41751664;39008932;3246800;32158988;32158988;32158988;31165665;28422933;4;72617001;5731999;8978799;23396509;23396509;23396509;23163232;32416248;3246800;17664510;17664510;17664510;17431233;26684249;5;74927001;3421999;6668799;13130237;13130237;13130237;12871859;10814092;3246800;9708238;9708238;9708238;9449860;7392093;6;78030001;318999;3565799;2307032;2307032;2307032;2411468;3759688;3246800;1988033;1988033;1988033;2092469;3440689
49;84298000;0;1;84297999;81595799;81595799;81595799;81595799;80481141;82488265;2702200;2702200;2702200;2702200;3816858;1809734;1;759001;83538999;80836799;77967423;77967423;77967423;76383752;78104012;2702200;5571576;5571576;5571576;7155247;5434987;2;68399001;15898999;13196799;58158451;58158451;58158451;58515988;51154702;2702200;42259452;42259452;42259452;42616989;35255703;3;72307001;11990999;9288799;42744987;42744987;42744987;44010518;43852045;2702200;30753988;30753988;30753988;32019519;31861046;4;78437001;5860999;3158799;23396509;23396509;23396509;23573381;24101042;2702200;17535510;17535510;17535510;17712382;18240043;5;81717001;2580999;0;13130237;13130237;13130237;12340594;10960642;2580999;10549238;10549238;10549238;9759595;8379643;6;83595001;702999;0;2307032;2307032;2307032;2365073;3767155;702999;1604033;1604033;1604033;1662074;3064156
